song_name;artist;cover_image;duration;genre;tempo;activity;mood;release_year
Puppet on a String;Elvis Presley;https://i.scdn.co/image/d5e89f3069299353d6e77ec5b4b4ecbe59c5cb2e;160000;1;2;2;1;1965
Put A Little Love Away;The Emotions;https://i.scdn.co/image/ebb8a39d2838431d9573fd9e53ebb34d39de6e93;316560;5;1;1;5;1977
Put A Little Love In Your Heart;Annie Lennox;https://i.scdn.co/image/fdcea266ae22d382b5a4eaaada858adf390b16bf;228531;10;2;5;3;1968
Put It on Ya (feat. Chris J);Plies;https://i.scdn.co/image/f951afd20e3a10ee1c0ad0bf95550d3b5d5abbc7;257413;4;3;3;3;2008
R.E.M;Ariana Grande;https://i.scdn.co/image/381891c42f301e0abaa1b1dcfbf0390334e698eb;245667;2;3;3;3;2018
Radioactive;Kings of Leon;https://i.scdn.co/image/68def583290f962f191ff420e5cc85539c4c266a;206187;1;2;2;1;1978
Reach (NBC Olympic Version);Gloria Estefan;https://i.scdn.co/image/fcd205b79414f6b8e578fa9fbf58560cec41cf2a;230133;2;1;1;4;1996
Ready or Not;Bridgit Mendler;https://i.scdn.co/image/8fd315e65f14c4d036a6eca0b20b407c1817c5be;200947;2;2;2;2;1987
Reality;Kenny Chesney;https://i.scdn.co/image/39a6098a19dac56ce0bafb491e0f6507da5a14f8;210640;3;1;1;3;1974
Record Year;Eric Church;https://i.scdn.co/image/853da21c6346a80325054d4c7cf6afa7cbdcfd70;179347;3;1;1;3;2015
Red Red Wine;UB40;https://i.scdn.co/image/e465a95428c4a34a3c2bcb1e0b2e8dff9a79756a;183113;6;3;3;3;1996
Redneck Woman;Gretchen Wilson;https://i.scdn.co/image/4efd33a4d0d2583715ecfef6c11d84d63ed9eaef;215920;3;1;1;3;2010
Regret;New Order;https://i.scdn.co/image/bdbb128527bf392110a571350ea981bbf8030a79;249840;1;2;2;1;1994
Release Yo' Delf;Method Man;https://i.scdn.co/image/ac25b9686ce6fcff1a064dc802dd3f495e3bc7f4;255333;4;2;2;3;1994
Rescue Me;Fontella Bass;https://i.scdn.co/image/bfae2237059c4013ec44b2583bf26f654ec43903;171027;2;2;2;2;1966
Respect Yourself;Bruce Willis;https://i.scdn.co/image/78afc72451c92f16625cbe89db09f3d33ac38e71;233160;11;2;3;3;1987
Reunited;Peaches & Herb;https://i.scdn.co/image/77eb7c17cafe5503a8c5643995a9410dc415af15;345240;5;3;3;3;1978
Rhythm Is A Dancer;SNAP!;https://i.scdn.co/image/e8ff84c17a76d6af7aa16e853939691b54be2029;332230;2;2;2;2;1992
Rhythm of Love;Yes;https://i.scdn.co/image/5139745c844ada69b7392d8045ff5fb6350c1973;292173;1;2;2;1;1987
Ride;Ludacris;https://i.scdn.co/image/91769aa0ee6a0e99d96bd77d0d4613fe0c531af3;274147;4;2;2;3;2008
Ride for You;Danity Kane;https://i.scdn.co/image/41a51547b67fdebc2cb03bcb5a5671c53bb95501;251280;2;1;1;4;2006
Ridin' Rims;Dem Franchize Boyz;https://i.scdn.co/image/1a14c3e69c85264d9ca544e2f5e1d9498493de50;323960;4;1;1;4;2006
Ridin' Solo;Jason Derulo;https://i.scdn.co/image/2ffca886b52be5a63526501994093f22f32c8983;215747;2;3;3;3;2010
Right Beside You;Sophie B. Hawkins;https://i.scdn.co/image/53ffe8b2d15551f86778766c74069c8871378a03;286667;11;2;3;3;1994
Right Where I Need To Be;Gary Allan;https://i.scdn.co/image/390ecdda1941f899d3655e3b60fa81a5ef414f86;182440;3;3;3;3;1999
Rise;Herb Alpert;https://i.scdn.co/image/b03fc8b848f3ecc520527ac721bb0d5aaa3ff31d;457400;9;2;5;3;1979
Rise To It;KISS;https://i.scdn.co/image/50e27f1d337dfc205c0adcf62fc71c7f9bc46a09;244240;1;1;1;1;1989
Robert De Niro's Waiting;Bananarama;https://i.scdn.co/image/cab833304fecace0c0bf6e927f14c421f11b8823;222189;2;1;1;4;1984
Rockit;Herbie Hancock;https://i.scdn.co/image/1ab96d3e0d7984eba3f2fe528bb566150ba2c3ec;325133;9;2;5;3;1983
Rodeo;95 South;https://i.scdn.co/image/2e87610fc2d6a5e4ec833d9cae1308d5c4a3d7fa;212733;2;1;1;4;1995
Rolene;Moon Martin;https://i.scdn.co/image/52626f2f6f6f725347571542dfefaa16e429e680;216067;1;1;1;1;1979
Rollercoaster;B*Witched;https://i.scdn.co/image/37d71cf596c303274f5f5ab80d071a1915b5b73a;204920;2;2;2;2;1998
Romantic Call (feat. Yo-Yo);Patra;https://i.scdn.co/image/12746dbe53f2e21ea6ad32550b0a23d3c420946e;243093;6;2;3;3;1993
Rompe;Daddy Yankee;https://i.scdn.co/image/34b8335d7090a24eecd5e789f015cba4846652fd;188627;7;1;1;4;2019
Roots, Rock, Reggae;Bob Marley & The Wailers;https://i.scdn.co/image/405b7492d230a1a8defcd14fb7de4a63c2baf9a6;218400;6;1;1;3;1976
Rosanna's Going Wild;Johnny Cash;https://i.scdn.co/image/208b491e31c8bac598336f4565b0babf754f8f6c;117893;3;2;3;3;2005
Roxanne, Roxanne;Utfo;https://i.scdn.co/image/fcdbe81148deee0f0c2267a6f1522a96f2ca0c05;311360;2;2;2;2;1996
Rude;MAGIC!;https://i.scdn.co/image/d973e49823b799c02849cfe149ed28cdbb1a4b07;224840;2;1;1;4;2014
Rumour Has It;Adele;https://i.scdn.co/image/780c4df08e95202668106912b6d7bf8ed4659f76;221427;5;2;3;5;1977
SKELETONS;Travis Scott;https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17;145588;2;1;1;4;1987
Sad Songs (Say So Much);Elton John;https://i.scdn.co/image/e8285539a0188a61711604a1ebbbfbe907da9b57;249227;1;2;2;1;1990
Same Girl (with Usher);Usher;https://i.scdn.co/image/7c466e028d599fbabecf6a07167c542d662982ee;252933;4;1;1;4;2007
Sandcastles;Beyoncé;https://i.scdn.co/image/1a3cfd4f016a0c89393086a7e3cc2c0269fad87f;182720;2;3;3;3;2016
Save It For A Rainy Day;Stephen Bishop;https://i.scdn.co/image/26d19bb6bbdce5f0bbec6a9236ff84aebd290ead;192973;11;2;3;3;1976
Say It Isn't So;Daryl Hall & John Oates;https://i.scdn.co/image/3e3d6066d5821d653a716581de51b88e1ea93fe0;257093;1;2;2;1;1983
Say It Right;Nelly Furtado;https://i.scdn.co/image/593f2fa29c90dae2e7f4ea256ecae8a403406b78;223080;7;2;3;3;2006
Say You're Wrong;Julian Lennon;https://i.scdn.co/image/cd653e8b520889f1709d9717917be74468e82d96;209307;2;1;1;4;1984
Scandalous - U.S. Radio Edit;Mis-Teeq;https://i.scdn.co/image/21d6d49c75f5e8bf96f1479baac8023985b85dad;238840;2;2;2;2;2004
Scarborough Fair / Canticle;Simon & Garfunkel;https://i.scdn.co/image/7c7cb0d68811e6aa3bc36ff1ea79d727a42509f6;190347;10;2;5;3;1966
Scent Of Attraction;Patra;https://i.scdn.co/image/83992093c915d3d6b522c086f68e58c902433cfe;286933;6;3;3;3;1995
Scream & Shout;will.i.am;https://i.scdn.co/image/b55ed6bff125ea0e729a244feb8f8559d9596d09;283400;2;1;1;4;2013
Second Chance;Shinedown;https://i.scdn.co/image/fec570c176a12d329482f22a70677f2f3f9c1255;222067;8;2;4;6;2008
Secret Separation;The Fixx;https://i.scdn.co/image/fe0ffbc4ea626bcd6409064dac6f7bf180a1a6f0;231707;1;2;2;1;1986
See You Again;Kids Sing'n;https://i.scdn.co/image/05099c35fe4f46c89d91355095a30443e5020e4c;187987;11;1;1;3;2008
Send Me An Angel;Scorpions;https://i.scdn.co/image/81eb791d0f838e1b2abb3897058bd58b7552440d;273200;1;2;2;1;1983
Sentimental;Kenny G;https://i.scdn.co/image/a752f2496decff46ac31d4961990e045a19e5f33;395040;9;1;1;3;1992
Set U Free;Planet Soul;https://i.scdn.co/image/f54c957334133896a94c2dc40246ad263c6572f2;258933;2;2;2;2;1996
Set the Night to Music - Duet with Maxi Priest;Roberta Flack with Maxi Priest;https://i.scdn.co/image/a9fced53d2370c63ae197ba1ce2b7385fa0151cd;323880;11;2;3;3;1991
Sexy Love;Ne-Yo;https://i.scdn.co/image/d1f0addbc529e215cbc95853c5dee3f3345de393;220853;2;2;2;2;2006
Sexy Movimiento;Wisin & Yandel;https://i.scdn.co/image/e2f6c9cf13415a7f093de7e1ca47f186506c8980;209680;2;2;2;2;2007
Shake up Christmas;Train;https://i.scdn.co/image/431f81b6b68c47ed68b172be81747c890ea0d111;232213;5;3;3;3;2010
Shattered Glass;Laura Branigan;https://i.scdn.co/image/d84c493ae3a2c874ec7f3ba841dc4dddd2c417c4;221706;2;2;2;2;1987
She's A Rainbow - Full Version / With Intro;The Rolling Stones;https://i.scdn.co/image/65c9c350c954635254ea08880c9f951893d40c39;251640;1;2;2;1;1969
She's Mine;Steve Perry;https://i.scdn.co/image/105f5cca0678e3fa8b2f0c296d115d2611b4f13a;266520;1;2;2;1;1984
She's My Kind Of Rain;Tim McGraw;https://i.scdn.co/image/34ee19f52fc91733aed8a1987781f4d404919e19;255973;3;3;3;3;2014
Shine a Little Love;Electric Light Orchestra;https://i.scdn.co/image/5da29c3d8fb34dfa2e5ae4e82d4543c4089a2527;281027;1;1;1;1;1979
Ships In The Night;Mat Kearney;https://i.scdn.co/image/8009b667c6c37c44856a0c860af1086e7c8c2c0a;255893;2;1;1;4;2011
Shone (feat. Pleasure P);Pleasure P;https://i.scdn.co/image/53123fc5c4318a3514bd52449350bdeb505f396e;253253;2;1;1;4;2009
Shook Ones Part II;Everlast;https://i.scdn.co/image/1646e9839d57c117657fce785225f50a1028b1e0;256333;4;2;2;3;2000
Shot in the Dark;Ozzy Osbourne;https://i.scdn.co/image/a49a8bfc3d3beea3ed1ce8b7c5907a6b76c69441;256293;1;2;2;1;1986
Shout It Out Loud;KISS;https://i.scdn.co/image/dcbcaf5511b6ba7366d05abfe441c730657238f4;169027;1;1;1;1;1976
Show Me Love;Sandeville;https://i.scdn.co/image/1e85f7116e86e535fdc0ef4dce6eca592466581c;180000;2;2;2;2;2013
Shower the People;James Taylor;https://i.scdn.co/image/e541fb2c0c726f2db36a8daf45dc8bb1e27a63be;271707;10;2;5;3;1976
Sick Boy;The Chainsmokers;https://i.scdn.co/image/77eb7c17cafe550354acb0696023249c769604d2;193200;2;3;3;3;2018
Sick Of Being Lonely;Field Mob;https://i.scdn.co/image/e6386a0354f083fba8ade6d19512769a1042c022;229160;4;1;1;4;2002
Sitting Home;Total;https://i.scdn.co/image/2aadb62678109a4ce9bba57c5810b475371653a7;254859;4;2;2;3;1998
Skyscraper;Demi Lovato;https://i.scdn.co/image/7117fc1b25ca55ef72624833b7494b4307fded58;221293;2;2;2;2;2011
Slippin' Into Darkness;War;https://i.scdn.co/image/fa32e1593fd7bed13ea68db190f1b8eea8aeacc4;227373;5;2;3;5;1987
Small Town Southern Man;Alan Jackson;https://i.scdn.co/image/f44efc6ab86d7f6d3bb8b73919ecda06d37a0779;280267;3;1;1;3;2008
Smile Back;Mac Miller;https://i.scdn.co/image/87e3d546b938c0dcd22ae74b51cad4f3763248df;162008;4;1;1;4;2011
So Fresh, So Clean;OutKast;https://i.scdn.co/image/40a9ab15b25c0ae539fa7a77593c90b0ad151a15;240027;4;1;1;4;2000
So Good;Davina;https://i.scdn.co/image/23574d63731b6d1e2493d59a0f2a97b6857900a7;274180;2;3;3;3;2012
So Hard;Pet Shop Boys;https://i.scdn.co/image/c5f6d09d01899f1137858ade4fecd80be4ea49a5;240760;2;2;2;2;1998
So Sexy Chapter II (Like This) (feat. R. Kelly);Twista;https://i.scdn.co/image/02d0ec3a932271645a2a84a67e6fe7056b12d295;244160;4;2;2;3;2004
So Small;Carrie Underwood;https://i.scdn.co/image/2f6d006eaba4b082475af0a49f7d446954603ae6;225213;3;1;1;3;2007
Soldier of Love;Sade;https://i.scdn.co/image/dcd27548a309c004eba928404a5d78c61cbcba4a;356653;5;2;3;5;2010
Somebody;Reba McEntire;https://i.scdn.co/image/c84b7972b0b18bbd2a7b1144d74b9751e8b27865;230907;3;3;3;3;1984
Something in Your Mouth;Nickelback;https://i.scdn.co/image/0103e27cd5c90d26e169568c5846165e20d8083c;219253;8;2;4;6;2008
Sometimes She Cries;Warrant;https://i.scdn.co/image/05e7cec78a80df2c374b95dbe9e4910eed51ec3d;283933;1;1;1;1;1989
Song for the Lonely;Cher;https://i.scdn.co/image/fd07bcd870a7616f44fcd2a527c145be8188d894;202600;2;2;2;2;2001
Songbird;Barbra Streisand;https://i.scdn.co/image/25e7543eb62b5ae524b2a1fb750a69151e727d06;225507;11;3;3;3;1978
Sorry 2004;Ruben Studdard;https://i.scdn.co/image/d58c09dfca858e3c1de08ea4dc798c601fa4e644;261867;5;2;3;5;2003
Sound of Madness;Shinedown;https://i.scdn.co/image/fec570c176a12d329482f22a70677f2f3f9c1255;233987;8;1;1;4;2008
Sour Girl;Stone Temple Pilots;https://i.scdn.co/image/5143e9fd07529b6dc4165d35f261fc1a12bd3736;256253;8;1;1;4;1999
Southside;Lloyd;https://i.scdn.co/image/1c05f9e13e5aa824761ee45c2326fa897c8cd30c;277840;2;3;3;3;2004
Speak;Godsmack;https://i.scdn.co/image/0f158785692c3c6cd83c819c99c3f1ce8db2909f;235933;8;2;4;6;2007
Speak Her Name;Walter Jackson;https://i.scdn.co/image/f9f027a8b47bb4532bb4eaefae22f0a2c7a7faf5;162387;5;1;1;5;1967
Special;Garbage;https://i.scdn.co/image/209b1727eb57f1fedab2ff499afa849b80e14903;223773;2;1;1;4;1998
Special Occasion;Smokey Robinson & The Miracles;https://i.scdn.co/image/9771cf2aabf3f66a15ab8bd9f779c874210a46d6;142173;2;1;1;4;1968
Spin Spin Sugar;Sneaker Pimps;https://i.scdn.co/image/da9a0117601d6582c4148f2be7804a197f5d343d;215400;2;2;2;2;1996
Stand;R.E.M.;https://i.scdn.co/image/a79480c6e7fd78f3d0befcba5c83528271ec131d;192173;1;2;2;1;1993
Stand By;Roman Holliday;https://i.scdn.co/image/b886edba18a79853af5a89934976139c36512acf;166733;11;2;3;3;1983
Stand Up;Shawnna;https://i.scdn.co/image/49c313dbab13c79ddc8ab4a1bae9f69ac0255f39;213760;4;2;2;3;1988
Standing Still;Jewel;https://i.scdn.co/image/2791a01fdac4265055bf9526011510874344ab4f;270333;6;2;3;3;2001
Started From the Bottom;Drake;https://i.scdn.co/image/ea3fb48018ec6d5b1ca43b6d37edfefc4862008f;174120;4;3;3;3;2013
Stay with Me;Faces;https://i.scdn.co/image/9c3e1faecb87f2304954417177437ac8062687d7;279387;1;2;2;1;1965
Stepping Stone;Eminem;https://i.scdn.co/image/c932b53e6f13a45f32bc357303c56eb52ecc28fb;309638;4;1;1;4;2012
Stewball;Peter, Paul and Mary;https://i.scdn.co/image/ba78b914fbe4bf6a9256de637fc3850b826fe800;192907;10;2;5;3;1963
Stick Talk;Future;https://i.scdn.co/image/bd2d46d98685bbb9f438d426aaa80289c3162e5f;171333;4;1;1;4;2015
Stickwitu;The Pussycat Dolls;https://i.scdn.co/image/a2b63053d078083c84ee4085076a9f0a07d42a01;207507;2;3;3;3;2005
Still Here;Drake;https://i.scdn.co/image/0605b8e1943dae273a594eb5ae35c7422e491eb3;189853;4;1;1;4;2016
Still Tippin' (feat. Slim Thug & Paul Wall);Mike Jones;https://i.scdn.co/image/64aca6ff2d16d0fd2d393720b82a0f71cd87aab2;271053;4;1;1;4;2005
Stir Fry;Migos;https://i.scdn.co/image/79ef8fb6e772a47e3e045a747376dca7b900583e;190288;4;1;1;4;2018
Storm;JAY Z;https://i.scdn.co/image/e26f60dc89c2f05364e7f7397b742fae422bfc55;238013;4;1;1;4;2004
Straight Out Of Line;Godsmack;https://i.scdn.co/image/2f38ff31802bc28ba3db586f5dcbfc50b1d8b85b;259133;8;1;1;4;2003
Straight Shootin' Woman;Steppenwolf;https://i.scdn.co/image/1a785df4b3b12923eff772c46c00052a9a5487b8;248400;1;1;1;1;1974
Straight from the Heart;The Allman Brothers Band;https://i.scdn.co/image/b9fdab51be9453ca42c6e01041fb6d3504acda77;225853;1;1;1;1;1981
Strike It Up;Black Box;https://i.scdn.co/image/bfec518c22fef1d4fa945f434c5d98dd2478ca6d;298691;2;2;2;2;1990
Strobelite Honey;Black Sheep;https://i.scdn.co/image/0338637976d31474bd9339831de46466bf1b69c7;188560;4;2;2;3;1991
Stronger Woman;Jewel;https://i.scdn.co/image/de6b9738a2edec0f3f87aff9f420a488e7f22bc3;242707;6;1;1;3;2008
Stuck In A Moment You Can't Get Out Of;U2;https://i.scdn.co/image/efbccd22c50f6b96e9d229977640670cdffddaf7;273467;1;1;1;1;2000
Suavemente;Elvis Crespo;https://i.scdn.co/image/8ff4a41e0601ca1b9d9140a66eac283bd76518f4;266307;7;2;3;3;2008
Suburbia;Pet Shop Boys;https://i.scdn.co/image/c5f6d09d01899f1137858ade4fecd80be4ea49a5;244307;2;2;2;2;1998
Suffocate;J. Holiday;https://i.scdn.co/image/15f4c55bd13854e8507ff3d31146b2ee789062f3;220053;2;2;2;2;2007
Suga Suga;Baby Bash;https://i.scdn.co/image/e266b420e2ffcaf606de02f9f5e147219cd3d58d;239027;4;3;3;3;2003
Summer;Calvin Harris;https://i.scdn.co/image/35f57037a887e9b35037bd82eb23c84a69a28ab4;222533;2;2;2;2;1994
Summer Nights;Lil Rob;https://i.scdn.co/image/0d9ecd805ab1de4406bf034503d5fe843f052243;269160;4;3;3;3;1981
Summertime;Kenny Chesney;https://i.scdn.co/image/054fb26d2570a9d7de8bc6a8d35e7fe5e3b796b6;206587;3;1;1;3;1988
Supersonic;J.J. Fad;https://i.scdn.co/image/44797cac48a2451d172837bb53e4477eab7710ec;232307;2;1;1;4;1988
Suspicious Minds;Elvis Presley;https://i.scdn.co/image/3a36159ea0439cd53d807ef0643d4e228406381a;261280;1;2;2;1;1969
Suzanne;Journey;https://i.scdn.co/image/fd31962ba64390cebe65d88368b48a06fee79e4d;218893;1;3;3;3;1986
Swagga Like Us (feat. Kanye West & Lil' Wayne);Lil Wayne;https://i.scdn.co/image/6fc6fb9296a409bbe46a9d3375b2d3fc6cc583bc;327667;4;3;3;3;2008
Sweet Child O' Mine;Guns N' Roses;https://i.scdn.co/image/2caa8d2fface94ee9d58f7005e54384a0fc9c17a;354520;8;2;4;6;1987
Sweet Sensual Love;Big Mountain;https://i.scdn.co/image/cc7589b25795712fa9820298930a90eee692bb4d;226293;6;3;3;3;1994
Sweet Sticky Thing;Ohio Players;https://i.scdn.co/image/0e6c1d626521f31da3e5e2527304723a15adb3fe;372733;5;2;3;5;1975
Sweet Thing;Mary J. Blige;https://i.scdn.co/image/5dd022ea2313fd3920ac6dfdf35b0e1bf75afb15;225333;2;3;3;3;1982
Take A Message;Remy Shand;https://i.scdn.co/image/f134f6da64a832832a50f10e11823b47d172360c;243867;2;3;3;3;2002
Take Me Back;Little Anthony & The Imperials;https://i.scdn.co/image/41b5c82e7909a7633c93b5b351138d50ce5773cc;158467;2;2;2;2;1996
Take Me Girl, I'm Ready;Jr. Walker & The All Stars;https://i.scdn.co/image/8502a419919e5afac5877ffd3beb3a27f782c337;241107;2;2;2;2;1971
Take Some Time Out For Love;The Isley Brothers;https://i.scdn.co/image/cbaf20b03bd60428244fbb66a7a04f2e77c73fea;146360;5;2;3;5;1966
Take You There;Pete Rock & C.L. Smooth;https://i.scdn.co/image/7db5eb5ab086101e6986e6c464f4519d2de6961c;284533;4;2;2;3;1994
Take a Little Ride;Jason Aldean;https://i.scdn.co/image/c26ebe8e235bf299ed680a2e7f5def60e6422107;187613;3;1;1;3;2012
Take a Walk;Passion Pit;https://i.scdn.co/image/b1be1a7651f80b2c096d18445f2297fe2913e6da;264493;2;2;2;2;2012
Talk About Our Love (feat. Kanye West);Kanye West;https://i.scdn.co/image/f7435cef999b46c5eaf936f177ae8b4c3d059a21;214960;4;2;2;3;2004
Tapioca Tundra;The Monkees;https://i.scdn.co/image/672bbe6e50ca4f0c7b1c990df63422ad37da3531;185213;2;1;1;4;1968
Tell Me;Bobby V.;https://i.scdn.co/image/8c835caf90019898e1791e17c255647dbd8a022c;260067;2;2;2;2;1987
Tell The World How I Feel About 'Cha Baby**;Harold Melvin & The Blue Notes;https://i.scdn.co/image/a928b7cc1d0c79ea348dacffce5e5b109784a996;352160;5;2;3;5;1975
Ten Percent;Double Exposure;https://i.scdn.co/image/9e2727dad8e3aa55d97b2499d9ca26b9ff891372;427933;5;2;3;5;1976
Tender Lover;Babyface;https://i.scdn.co/image/316777370a41636fd9bc554930d582c2f55961fa;259267;2;2;2;2;1989
Tennessee;Arrested Development;https://i.scdn.co/image/04684b3e7a2a53f0261c097046359c0afad7315f;272707;4;2;2;3;1992
That's How Strong My Love Is;Otis Redding;https://i.scdn.co/image/b4f71340cc7d86bffa5579e6eaab23d48fbdb5b4;144373;5;1;1;5;1992
That's Not Her Style;Billy Joel;https://i.scdn.co/image/8a452c5a27120d7c0354d6810b8d230b614c8461;308000;1;2;2;1;1989
That's The Way Boys Are;Lesley Gore;https://i.scdn.co/image/2ee9fede359fc05670761881c9ea7fd8fd7f5ddc;133000;2;2;2;2;1964
The Anthem;Good Charlotte;https://i.scdn.co/image/6655d99168e1091d9ba5ea8caa740ae17db58c30;175093;8;1;1;4;2002
The Bitch Is Back;Elton John;https://i.scdn.co/image/49c80525da6718cee0a4228846132e6d3fe85841;224933;1;1;1;1;1974
The Catalyst;Linkin Park;https://i.scdn.co/image/8563e6a32b047f66b9cb9b04ca27def95bfbe64c;339853;8;1;1;4;2010
The Cowboy and the Lady;John Denver;https://i.scdn.co/image/b7cb78a0d08db22b1b010c8522f85a9337771992;277547;10;2;5;3;1981
The Downeaster 'Alexa';Billy Joel;https://i.scdn.co/image/8a452c5a27120d7c0354d6810b8d230b614c8461;223267;1;3;3;3;1989
The Edge Of Glory;Lady Gaga;https://i.scdn.co/image/b00643c9da46ee405147c779e007ae2e1ba12005;320547;2;2;2;2;2011
The Honeythief;Hipsway;https://i.scdn.co/image/98c7fdb7238cb85853f9667b826fb4a57073d2c2;190973;2;2;2;2;1986
The Joker;Steve Miller Band;https://i.scdn.co/image/2ce133525413324d9dcdcf1ce648dded7d9b0285;264504;1;1;1;1;1973
The Jump Off;Lil' Kim;https://i.scdn.co/image/eeed1738847c3f335d6ed13b7de50b203bbcabbf;234093;2;2;2;2;2003
The Last Worthless Evening;Don Henley;https://i.scdn.co/image/c79facd2f95283bcd8b1a57a0fe14ed803a28912;362373;1;2;2;1;1989
The Lazy Song;Bruno Mars;https://i.scdn.co/image/0a01bbfac984fe3a55192aceea6c0fe9bf495c09;190213;2;1;1;4;2010
The Legend Of Wooley Swamp;The Charlie Daniels Band;https://i.scdn.co/image/6dca4e465397e7221e6de85385a3db08d26e2a82;254440;1;2;2;1;1973
The Little Girl I Once Knew;The Beach Boys;https://i.scdn.co/image/2dd7553a4b63a4b29fae0f3fc78c49fccc4bef8c;156360;2;1;1;4;1975
The Long Goodbye;Brooks & Dunn;https://i.scdn.co/image/dc74b22b036bca3b8ae3422442ec00e99ad1987d;229599;3;1;1;3;2009
The Love I Saw In You Was Just A Mirage;Smokey Robinson & The Miracles;https://i.scdn.co/image/8f7c938fca0394f6e0b9a6688cd8533b5566e481;178467;2;2;2;2;1967
The Man;Aloe Blacc;https://i.scdn.co/image/8b0a4d74eaa5cfa2fd6ad14a670840649b3a79ac;255907;5;3;3;3;1965
The More You Live, The More You Love;A Flock Of Seagulls;https://i.scdn.co/image/5a0180b71e85dd9ad5ba98455ab9814d50c48c8a;250520;2;1;1;4;1984
The Music Never Stopped - 2013 Remaster;Grateful Dead;https://i.scdn.co/image/d15a454c255eafa4c6c9926a721616c41fb0d308;276489;1;2;2;1;1975
The One That Got Away;Jake Owen;https://i.scdn.co/image/971f561f96e5e83ef8e376c6efeeda29ce079b2c;194173;3;2;3;3;2011
The Other Side;Aerosmith;https://i.scdn.co/image/898f8b88a1b58046db231372230446afed94e0ae;243133;1;2;2;1;1994
The Power;SNAP!;https://i.scdn.co/image/a659be67f61345eadf797b652ebf61b33b7b820e;228994;2;2;2;2;1990
The Quittin' Kind;Joe Diffie;https://i.scdn.co/image/a669160d30ca02cf59976071eeb4e9d830af21d2;207467;3;2;3;3;1999
The Real Slim Shady;Eminem;https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b;284200;4;2;2;3;2000
The Reason;Hoobastank;https://i.scdn.co/image/564d451f3fb8e954bd7677f1dade79168b49a0ce;232800;8;3;3;3;2003
The Rhythm of the Night;Corona;https://i.scdn.co/image/dbaa43f06e6b8366e50940f0ccc63cba7e00e667;264280;2;2;2;2;1994
The Search Is Over;Survivor;https://i.scdn.co/image/a603dc02e78ed7aafb26fb6ea7d2bdffe0e03a41;252613;1;2;2;1;1984
The Show Goes On;Lupe Fiasco;https://i.scdn.co/image/7b13da5366dca17a254aad3fd4beac25681d5e90;239613;4;1;1;4;2011
The Warrior;Patty Smyth;https://i.scdn.co/image/4bbbdb4c13fb9cfd93d9351e54b1f56172ceaa24;238800;2;2;2;2;1982
The Way I Am;Eminem;https://i.scdn.co/image/135ffbfeb47d564df36fdb4756c070b3ac32cd3b;290427;4;3;3;3;2000
The Way You Do The Things You Do;UB40;https://i.scdn.co/image/e465a95428c4a34a3c2bcb1e0b2e8dff9a79756a;182695;6;3;3;3;1964
The Whole World (feat. Killer Mike);OutKast;https://i.scdn.co/image/523de651526d7dd92530bded7ea31fa302e65d98;295347;4;1;1;4;2001
The Wild Boys;Duran Duran;https://i.scdn.co/image/9ade30687387caa79604141b5e33ee380ee30cd4;257600;2;2;2;2;1998
The Wreck of the Edmund Fitzgerald;Gordon Lightfoot;https://i.scdn.co/image/8ed92fa2d61890b8cf41870efc43d8cf22d7bcd5;389280;1;1;1;1;1976
The Zip;MFSB;https://i.scdn.co/image/16dbc27ea45b792fd281d1a259a29dab3f715d77;232320;5;2;3;5;1978
There Is;The Dells;https://i.scdn.co/image/f51341c1c5c40d6a3256d204c24db8473ab6f7c1;215307;5;1;1;5;1968
There Must Be an Angel (Playing with My Heart);Eurythmics;https://i.scdn.co/image/f967b5d7e3625073133deb92d0f5d5d5065711c7;281040;2;2;2;2;2005
These Eyes;The Guess Who;https://i.scdn.co/image/a0101d10f938e41d28ad96a987a88f649681d0f2;225400;1;2;2;1;1971
They Don't Care About Us;Michael Jackson;https://i.scdn.co/image/257ddbb5b9448316279fee5c82003a92e3a814b3;284160;2;3;3;3;1995
Third Rock from the Sun;Joe Diffie;https://i.scdn.co/image/676682ea051ad6c393a8bef011a2f2bc00f87392;186093;3;1;1;3;1994
This Is Why I'm Hot;MiMS;https://i.scdn.co/image/7537dc6944fb4d368f385f90cef30dade9b2a949;253707;2;3;3;3;2007
This Kiss;Carly Rae Jepsen;https://i.scdn.co/image/2fb20bf4c1fb29b503bfc21516ff4b1a334b6372;228867;2;2;2;2;2007
Tic Toc;Lords Of The Underground;https://i.scdn.co/image/0b2b7e9a4b3eaf32e5686bdc459077b12e36f3ab;233693;4;2;2;3;1994
Time Is Love;Josh Turner;https://i.scdn.co/image/e2e8d506b6557d66681888dfc6a0cbc874387551;200373;3;2;3;3;2012
Tipsy - Club Mix;J-Kwon;https://i.scdn.co/image/fb4df79d88e803b475ae18b42c15cd42875054b3;243227;4;2;2;3;2004
To Be A Lover;Billy Idol;https://i.scdn.co/image/e3d4a18e72df57421b91126b3db23ed94b92cedc;232387;1;1;1;1;1986
Tonight I Wanna Cry;Keith Urban;https://i.scdn.co/image/1e0e9ffc35c1304a8ba2abd161384fc22ed228be;259733;3;2;3;3;2007
Too Bad;Nickelback;https://i.scdn.co/image/1cfaaf525ca27c51a5feeb03ccf12e78fd32b067;232240;8;2;4;6;2001
